TIME(s);RPM(r/min);TPS(%);MAP(kPa);CLT(°C);IAT(°C);AOut(V);AccVoltage(V)
18,69;3532;0;11;95;28;0,00;15,22;
18,74;3528;0;11;95;28;0,00;15,22;
18,76;3528;0;12;95;28;0,00;15,22;
18,78;3528;0;10;95;28;0,00;15,22;
18,81;3519;0;10;92;28;0,00;15,22;
18,86;3514;0;12;95;28;0,00;15,22;
18,89;3514;0;12;95;28;0,00;15,22;
18,91;3503;0;13;96;28;0,00;15,22;
18,97;3503;0;12;95;28;0,00;15,22;
19,01;3502;0;12;91;28;0,00;15,22;
19,03;3498;0;10;96;28;0,00;15,22;
19,07;3499;0;10;96;28;0,00;15,22;
19,09;3495;0;11;95;28;0,00;15,22;
19,13;3495;0;12;96;28;0,00;15,22;
19,18;3498;0;13;95;28;0,00;15,22;
19,19;3498;0;13;96;28;0,00;15,22;
19,22;3498;0;12;96;28;0,00;15,22;
19,25;3498;0;11;96;28;0,00;15,22;
19,29;3498;0;11;95;28;0,00;15,22;
19,32;3499;0;10;95;28;0,00;15,22;
19,34;3501;0;13;91;28;0,00;15,22;
19,40;3501;0;13;96;28;0,00;15,22;
19,42;3496;0;10;95;28;0,00;15,22;
19,44;3501;0;11;95;28;0,00;15,22;
19,47;3502;0;12;95;28;0,00;15,22;
19,52;3501;0;10;96;28;0,00;15,22;
19,54;3501;0;13;95;28;0,00;15,22;
19,56;3501;0;11;95;28;0,00;15,22;
19,62;3501;0;11;95;28;0,00;15,22;
19,64;3502;0;13;95;28;0,00;15,22;
19,66;3503;0;12;95;28;0,00;15,22;
19,69;3504;0;10;92;28;0,00;15,22;
19,74;3502;0;11;96;28;0,00;15,22;
19,75;3497;0;10;95;28;0,00;15,22;
19,78;3490;0;11;95;28;0,00;15,22;
19,84;3480;0;13;95;28;0,00;15,22;
19,86;3480;0;11;95;28;0,00;15,22;
19,88;3478;0;13;95;28;0,00;15,22;
19,91;3476;0;13;95;28;0,00;15,22;
19,95;3476;0;12;96;28;0,00;15,22;
19,97;3477;0;12;95;28;0,00;15,22;
20,00;3481;0;10;95;28;0,00;15,22;
20,06;3481;0;13;95;28;0,00;15,22;
20,07;3481;0;13;96;28;0,00;15,22;
20,09;3479;0;13;95;28;0,00;15,22;
20,13;3483;0;13;95;28;0,00;15,22;
20,17;3480;0;13;95;28;0,00;15,22;
20,20;3480;0;11;96;28;0,00;15,22;
20,22;3482;0;11;96;28;0,00;15,22;
20,27;3474;0;13;95;28;0,00;15,22;
20,29;3474;0;12;96;28;0,00;15,22;
20,31;3472;0;13;95;28;0,00;15,22;
20,34;3475;0;11;95;28;0,00;15,22;
20,38;3476;0;12;95;28;0,00;15,22;
20,41;3477;0;12;95;28;0,00;15,22;
20,44;3470;0;13;96;28;0,00;15,22;
20,49;3467;0;13;96;28;0,00;15,22;
20,52;3471;0;12;95;28;0,00;15,22;
20,54;3471;0;13;96;28;0,00;15,22;
20,56;3475;0;13;95;28;0,00;15,22;
20,60;3475;0;12;96;28;0,00;15,22;
20,63;3472;0;13;95;28;0,00;15,22;
20,66;3470;0;12;95;28;0,00;15,22;
20,72;3471;0;12;95;28;0,00;15,22;
20,75;3472;0;10;95;28;0,00;15,22;
20,78;3473;0;10;95;28;0,00;15,22;
20,83;3476;0;12;95;28;0,00;15,22;
20,85;3476;0;12;96;28;0,00;15,22;
20,87;3478;0;10;96;28;0,00;15,22;
20,94;3478;0;11;95;28;0,00;15,22;
20,95;3478;0;12;96;28;0,00;15,22;
20,97;3474;0;10;96;28;0,00;15,22;
21,01;3475;0;10;90;28;0,00;15,22;
21,05;3473;0;12;96;28;0,00;15,22;
21,06;3470;0;10;95;28;0,00;15,22;
21,09;3471;0;11;96;28;0,00;15,22;
21,15;3469;0;12;95;28;0,00;15,22;
21,17;3464;0;12;96;28;0,00;15,22;
21,19;3464;0;12;95;28;0,00;15,22;
21,22;3468;0;13;92;28;0,00;15,22;
21,26;3468;0;10;95;28;0,00;15,22;
21,28;3469;0;13;95;28;0,00;15,22;
21,31;3465;0;11;95;28;0,00;15,22;
21,37;3465;0;11;95;28;0,00;15,22;
21,40;3458;0;11;96;28;0,00;15,22;
21,41;3461;0;12;96;28;0,00;15,22;
21,44;3465;0;8;96;28;0,00;15,22;
21,48;3453;0;6;96;28;0,00;15,22;
21,51;3453;0;6;95;28;0,00;15,22;
21,53;3361;0;4;96;28;0,00;15,22;
21,59;3361;0;4;96;28;0,00;15,22;
21,60;3324;0;5;95;28;0,00;15,22;
21,63;3288;0;4;95;28;0,00;15,22;
21,66;3251;0;2;95;28;0,00;15,22;
21,70;3209;0;4;96;28;0,00;15,22;
21,72;3209;0;4;96;28;0,00;15,22;
21,75;3085;0;4;95;28;0,00;15,22;
21,81;3085;0;4;95;28;0,00;15,22;
21,83;3038;0;3;95;28;0,00;15,22;
21,84;3038;0;4;96;28;0,00;15,22;
21,87;2970;0;3;95;28;0,00;15,22;
21,92;2970;0;2;95;28;0,00;15,22;
21,94;2920;0;3;96;28;0,00;15,22;
21,97;2863;0;3;96;28;0,00;15,22;
22,04;2819;0;4;95;28;0,00;15,22;
22,06;2772;0;4;92;28;0,00;15,22;
22,09;2724;0;4;96;28;0,00;15,22;
22,14;2724;0;3;96;28;0,00;15,22;
22,16;2676;0;4;95;28;0,00;15,22;
22,19;2627;0;3;96;28;0,00;15,22;
22,24;2627;0;3;96;28;0,00;15,22;
22,26;2572;0;3;96;28;0,00;15,22;
22,28;2572;0;4;96;28;0,00;15,22;
22,31;2523;0;4;96;28;0,00;15,22;
22,36;2473;0;3;96;28;0,00;15,22;
22,38;2473;0;5;96;28;0,00;15,22;
22,41;2379;0;5;96;28;0,00;15,22;
22,47;2379;0;5;96;28;0,00;15,22;
22,51;2333;0;4;91;28;0,00;15,22;
22,53;2281;0;5;96;28;0,00;15,22;
22,58;2281;0;5;96;28;0,00;15,22;
22,60;2230;0;5;96;28;0,00;15,22;
22,62;2172;0;6;96;28;0,00;15,22;
22,69;2172;0;7;96;28;0,00;15,22;
22,72;2123;0;7;95;28;0,00;15,22;
22,75;2071;0;7;96;28;0,00;15,22;
22,80;2071;0;8;96;28;0,00;15,22;
22,82;2071;0;9;96;28;0,00;15,22;
22,84;1977;0;9;96;28;0,00;15,22;
22,91;1977;0;10;96;28;0,00;15,22;
22,94;1928;0;9;96;28;0,00;15,22;
22,97;1928;0;10;96;28;0,00;15,22;
23,03;1882;0;11;96;28;0,00;15,22;
23,06;1844;0;10;96;28;0,00;15,22;
23,13;1844;0;9;96;28;0,00;15,22;
23,16;1800;0;9;96;28;0,00;15,22;
23,19;1760;0;10;96;28;0,00;15,22;
23,24;1760;0;10;96;28;0,00;15,22;
23,27;1760;0;11;98;28;0,00;15,22;
23,28;1711;0;10;95;28;0,00;15,22;
23,35;1711;0;11;96;28;0,00;15,22;
23,37;1669;0;12;96;28;0,00;15,22;
23,41;1635;0;12;96;28;0,00;15,22;
23,46;1635;0;10;96;28;0,00;15,22;
23,49;1635;0;11;96;28;0,00;15,22;
23,51;1602;0;10;96;28;0,00;15,22;
23,57;1602;0;12;96;28;0,00;15,22;
23,59;1583;0;11;96;28;0,00;15,22;
23,63;1569;0;12;96;28;0,00;15,22;
23,69;1569;0;11;96;28;0,00;15,22;
23,70;1569;0;11;96;28;0,00;15,22;
23,72;1567;0;11;96;28;0,00;15,22;
23,78;1567;0;11;96;28;0,00;15,22;
23,79;1567;0;12;96;28;0,00;15,22;
23,81;1563;0;13;96;28;0,00;15,22;
23,84;1563;0;12;96;28;0,00;15,22;
23,89;1566;0;11;96;28;0,00;15,22;
23,91;1566;0;14;96;28;0,00;15,22;
23,94;1568;0;13;96;28;0,00;15,22;
24,00;1568;0;12;96;28;0,00;15,22;
24,02;1568;0;14;96;28;0,00;15,22;
24,03;1569;0;11;96;28;0,00;15,22;
24,06;1569;0;14;96;28;0,00;15,22;
24,11;1569;0;13;95;28;0,00;15,22;
24,13;1576;0;11;96;28;0,00;15,22;
24,16;1584;0;12;96;28;0,00;15,22;
24,22;1584;0;11;96;28;0,00;15,22;
24,25;1584;0;13;96;28;0,00;15,22;
24,28;1587;0;13;96;28;0,00;15,22;
24,34;1587;0;12;96;28;0,00;15,22;
24,35;1592;0;12;96;28;0,00;15,22;
24,38;1592;0;12;96;28;0,00;15,22;
24,44;1595;0;13;96;28;0,00;15,22;
24,45;1595;0;11;96;28;0,00;15,22;
24,47;1595;0;10;96;28;0,00;15,22;
24,50;1597;0;13;96;28;0,00;15,22;
24,54;1597;0;13;96;28;0,00;15,22;
24,56;1602;0;10;96;28;0,00;15,22;
24,59;1602;0;13;96;28;0,00;15,22;
24,65;1593;0;12;96;28;0,00;15,22;
24,67;1593;0;11;96;28;0,00;15,22;
24,69;1593;0;12;96;28;0,00;15,22;
24,72;1589;0;11;96;28;0,00;15,22;
24,76;1589;0;11;96;28;0,00;15,22;
24,78;1589;0;11;96;28;0,00;15,22;
24,81;1580;0;12;96;28;0,00;15,22;
24,87;1581;0;12;96;28;0,00;15,22;
24,90;1581;0;11;96;28;0,00;15,22;
24,91;1581;0;12;96;28;0,00;15,22;
24,94;1583;0;11;96;28;0,00;15,22;
24,99;1583;0;11;96;28;0,00;15,22;
25,01;1583;0;12;96;28;0,00;15,22;
25,03;1584;0;12;96;28;0,00;15,22;
25,09;1584;0;11;96;28;0,00;15,22;
25,10;1582;0;12;96;28;0,00;15,22;
25,13;1582;0;12;96;28;0,00;15,22;
25,15;1583;0;11;96;28;0,00;15,22;
25,20;1583;0;13;96;28;0,00;15,22;
25,22;1583;0;12;96;28;0,00;15,22;
25,25;1588;0;11;96;28;0,00;15,22;
25,32;1588;0;11;96;28;0,00;15,22;
25,34;1589;0;12;96;28;0,00;15,22;
25,38;1587;0;10;96;28;0,00;15,22;
25,42;1587;0;11;96;28;0,00;15,22;
25,44;1587;0;13;96;28;0,00;15,22;
25,47;1589;0;11;96;28;0,00;15,22;
25,53;1589;0;12;96;28;0,00;15,22;
25,56;1591;0;11;96;28;0,00;15,22;
25,59;1594;0;11;96;28;0,00;15,22;
25,65;1594;0;11;92;28;0,00;15,22;
25,69;1588;0;12;96;28;0,00;15,22;
25,76;1588;0;11;96;28;0,00;15,22;
25,78;1583;0;12;96;28;0,00;15,22;
25,81;1583;0;10;96;28;0,00;15,22;
25,86;1581;0;11;96;28;0,00;15,22;
25,88;1581;0;12;96;28;0,00;15,22;
25,91;1579;0;12;96;28;0,00;15,22;
25,97;1579;0;12;96;28;0,00;15,22;
25,99;1579;0;12;96;28;0,00;15,22;
26,00;1578;0;11;96;28;0,00;15,22;
26,03;1578;0;11;96;28;0,00;15,22;
26,08;1578;0;12;95;28;0,00;15,22;
26,10;1569;0;12;96;28;0,00;15,22;
26,13;1567;0;13;96;28;0,00;15,22;
26,19;1567;0;11;96;28;0,00;15,22;
26,22;1567;0;13;96;28;0,00;15,22;
26,25;1568;0;12;96;28;0,00;15,22;
26,30;1568;0;12;96;28;0,00;15,22;
26,32;1568;0;13;96;28;0,00;15,22;
26,34;1568;0;11;96;28;0,00;15,22;
26,41;1571;0;13;96;28;0,00;15,22;
26,44;1571;0;11;96;28;0,00;15,22;
26,47;1572;0;11;96;28;0,00;15,22;
26,53;1572;0;11;96;28;0,00;15,22;
26,54;1572;0;11;96;28;0,00;15,22;
26,56;1572;0;13;96;28;0,00;15,22;
26,63;1576;0;12;96;28;0,00;15,22;
26,65;1576;0;11;96;28;0,00;15,22;
26,69;1583;0;11;96;28;0,00;15,22;
26,74;1583;0;12;96;28;0,00;15,22;
26,75;1583;0;12;96;28;0,00;15,22;
26,79;1586;0;12;96;28;0,00;15,22;
26,84;1586;0;13;96;28;0,00;15,22;
26,88;1586;0;12;96;28;0,00;15,22;
26,91;1587;0;12;98;28;0,00;15,22;
26,96;1587;0;11;95;28;0,00;15,22;
26,99;1587;0;13;96;28;0,00;15,22;
27,01;1586;0;11;96;28;0,00;15,22;
27,07;1584;0;11;96;28;0,00;15,22;
27,09;1584;0;11;96;28;0,00;15,22;
27,13;1589;0;12;96;28;0,00;15,22;
27,18;1589;0;13;96;28;0,00;15,22;
27,20;1589;0;12;96;28;0,00;15,22;
27,22;1593;0;11;96;28;0,00;15,22;
27,28;1593;0;12;96;28;0,00;15,22;
27,31;1597;0;12;96;28;0,00;15,22;
27,34;1597;0;11;96;28;0,00;15,22;
27,39;1602;0;11;96;28;0,00;15,22;
27,41;1602;0;12;96;28;0,00;15,22;
27,44;1601;0;12;96;28;0,00;15,22;
27,50;1601;0;11;96;28;0,00;15,22;
27,52;1601;0;13;96;28;0,00;15,22;
27,53;1595;0;11;96;28;0,00;15,22;
27,56;1595;0;11;96;28;0,00;15,22;
27,62;1592;0;12;96;28;0,00;15,22;
27,63;1592;0;10;96;28;0,00;15,22;
27,66;1576;0;10;96;28;0,00;15,22;
27,72;1576;0;11;96;28;0,00;15,22;
27,74;1576;0;10;96;28;0,00;15,22;
27,76;1535;0;11;96;28;0,00;15,22;
27,78;1535;0;11;96;28;0,00;15,22;
27,84;1488;0;10;96;28;0,00;15,22;
27,85;1488;0;10;96;28;0,00;15,22;
27,87;1436;0;11;98;28;0,00;15,22;
27,94;1436;0;13;96;28;0,00;15,22;
27,95;1436;0;13;96;28;0,00;15,22;
27,97;1336;0;12;96;28;0,00;15,22;
28,13;1336;0;14;96;28;0,00;15,22;
28,20;1315;0;13;96;28;0,00;15,22;
28,22;1315;0;14;96;28;0,00;15,22;
28,29;1321;0;14;96;28;0,00;15,22;
28,31;1321;0;13;96;28;0,00;15,22;
28,38;1329;0;13;96;28;0,00;15,22;
28,41;1329;0;14;96;28;0,00;15,22;
28,44;1339;0;14;96;28;0,00;15,22;
28,49;1339;0;13;96;28;0,00;15,22;
28,50;1339;0;15;96;28;0,00;15,22;
28,53;1349;0;13;96;28;0,00;15,22;
28,59;1349;0;13;96;28;0,00;15,22;
28,61;1349;0;12;96;28;0,00;15,22;
28,63;1365;0;13;96;28;0,00;15,22;
28,65;1365;0;14;96;28;0,00;15,22;
28,71;1365;0;13;96;28;0,00;15,22;
28,73;1369;0;13;96;28;0,00;15,22;
28,76;1369;0;14;96;28;0,00;15,22;
28,82;1374;0;13;96;28;0,00;15,22;
28,84;1374;0;13;96;28;0,00;15,22;
28,88;1380;0;12;96;28;0,00;15,22;
28,93;1380;0;13;96;28;0,00;15,22;
28,95;1380;0;13;96;28;0,00;15,22;
28,97;1382;0;13;96;28;0,00;15,22;
29,04;1382;0;13;96;28;0,00;15,22;
29,06;1383;0;12;96;28;0,00;15,22;
29,09;1383;0;13;96;28;0,00;15,22;
29,15;1380;0;12;96;28;0,00;15,22;
29,17;1380;0;13;96;28;0,00;15,22;
29,19;1380;0;14;96;28;0,00;15,22;
29,25;1382;0;12;98;28;0,00;15,22;
29,28;1382;0;13;96;28;0,00;15,22;
29,31;1376;0;12;96;28;0,00;15,22;
29,37;1376;0;14;96;28;0,00;15,22;
29,38;1376;0;13;96;28;0,00;15,22;
29,41;1376;0;13;96;28;0,00;15,22;
29,47;1376;0;12;96;28;0,00;15,22;
29,51;1372;0;14;96;28;0,00;15,22;
29,53;1372;0;12;98;28;0,00;15,22;
29,59;1372;0;14;96;28;0,00;15,22;
29,61;1366;0;13;96;28;0,00;15,22;
29,63;1366;0;14;98;28;0,00;15,22;
29,69;1366;0;13;96;28;0,00;15,22;
29,70;1366;0;12;96;28;0,00;15,22;
29,72;1366;0;13;96;28;0,00;15,22;
29,75;1359;0;14;96;28;0,00;15,22;
29,80;1359;0;12;96;28;0,00;15,22;
29,81;1359;0;14;96;28;0,00;15,22;
29,84;1360;0;15;96;28;0,00;15,22;
29,91;1360;0;13;96;28;0,00;15,22;
29,92;1360;0;12;96;28;0,00;15,22;
29,94;1358;0;13;96;28;0,00;15,22;
29,97;1358;0;13;96;28;0,00;15,22;
30,02;1358;0;12;96;28;0,00;15,22;
30,04;1348;0;14;96;28;0,00;15,22;
30,06;1348;0;13;98;28;0,00;15,22;
30,12;1343;0;13;96;28;0,00;15,22;
30,15;1343;0;12;96;28;0,00;15,22;
30,17;1343;0;12;98;28;0,00;15,22;
30,19;1347;0;13;96;28;0,00;15,22;
30,25;1347;0;14;96;28;0,00;15,22;
30,26;1347;0;12;96;28;0,00;15,22;
30,28;1344;0;13;96;28;0,00;15,22;
30,34;1344;0;14;96;28;0,00;15,22;
30,36;1344;0;14;98;28;0,00;15,22;
30,38;1344;0;12;96;28;0,00;15,22;
30,41;1346;0;13;98;28;0,00;15,22;
30,46;1346;0;13;95;28;0,00;15,22;
30,47;1354;0;13;96;28;0,00;15,22;
30,50;1354;0;13;96;28;0,00;15,22;
30,57;1364;0;13;96;28;0,00;15,22;
30,59;1364;0;14;98;28;0,00;15,22;
30,62;1374;0;12;98;28;0,00;15,22;
30,67;1374;0;12;98;28;0,00;15,22;
30,69;1374;0;13;96;28;0,00;15,22;
30,72;1380;0;12;96;28;0,00;15,22;
30,78;1380;0;14;98;28;0,00;15,22;
30,81;1380;0;13;96;28;0,00;15,22;
30,84;1381;0;14;98;28;0,00;15,22;
30,90;1381;0;12;96;28;0,00;15,22;
30,92;1383;0;14;98;28;0,00;15,22;
30,94;1383;0;12;98;28;0,00;15,22;
31,00;1383;0;13;98;28;0,00;15,22;
31,01;1378;0;13;96;28;0,00;15,22;
31,03;1378;0;13;98;28;0,00;15,22;
31,06;1383;0;12;98;28;0,00;15,22;
31,11;1383;0;12;98;28;0,00;15,22;
31,13;1383;0;12;98;28;0,00;15,22;
31,16;1377;0;14;98;28;0,00;15,22;
31,23;1377;0;14;96;28;0,00;15,22;
31,25;1377;0;13;98;28;0,00;15,22;
31,29;1377;0;14;96;28;0,00;15,22;
31,33;1377;0;13;98;28;0,00;15,22;
31,35;1363;0;13;98;28;0,00;15,22;
31,38;1363;0;12;98;28;0,00;15,22;
31,44;1362;0;14;98;28;0,00;15,22;
31,47;1362;0;13;98;28;0,00;15,22;
31,50;1359;0;14;96;28;0,00;15,22;
31,56;1359;0;12;98;28;0,00;15,22;
31,57;1359;0;13;96;28;0,00;15,22;
31,59;1353;0;13;98;28;0,00;15,22;
31,66;1353;0;14;96;28;0,00;15,22;
31,69;1353;0;14;98;28;0,00;15,22;
31,72;1349;0;13;98;28;0,00;15,22;
31,77;1349;0;13;98;28;0,00;15,22;
31,79;1353;0;13;98;28;0,00;15,22;
31,81;1353;0;12;96;28;0,00;15,22;
31,88;1353;0;12;98;28;0,00;15,22;
31,90;1353;0;13;96;28;0,00;15,22;
31,94;1353;0;13;96;28;0,00;15,22;
31,99;1352;0;15;98;28;0,00;15,22;
32,00;1352;0;12;96;28;0,00;15,22;
32,03;1352;0;13;98;28;0,00;15,22;
32,09;1352;0;12;98;28;0,00;15,22;
32,13;1352;0;14;98;28;0,00;15,22;
32,16;1352;0;13;98;28;0,00;15,22;
32,22;1352;0;13;98;28;0,00;15,22;
32,23;1352;0;14;98;28;0,00;15,22;
32,25;1348;0;14;98;28;0,00;15,22;
32,32;1348;0;13;96;28;0,00;15,22;
32,34;1351;0;13;98;28;0,00;15,22;
32,37;1358;0;14;98;28;0,00;15,22;
32,44;1358;0;14;98;28;0,00;15,22;
32,47;1368;0;12;98;28;0,00;15,22;
32,54;1368;0;12;98;28;0,00;15,22;
32,56;1368;0;13;98;28;0,00;15,22;
32,59;1366;0;12;98;28;0,00;15,22;
32,66;1366;0;14;96;28;0,00;15,22;
32,69;1372;0;13;100;28;0,00;15,22;
32,75;1371;0;12;98;28;0,00;15,22;
32,79;1371;0;12;100;28;0,00;15,22;
32,81;1373;0;12;96;28;0,00;15,22;
32,87;1373;0;14;98;28;0,00;15,22;
32,88;1373;0;13;98;28;0,00;15,22;
32,91;1371;0;14;98;28;0,00;15,22;
32,97;1371;0;13;96;28;0,00;15,22;
33,00;1371;0;13;98;28;0,00;15,22;
33,03;1367;0;13;98;28;0,00;15,22;
33,08;1367;0;14;98;28;0,00;15,22;
33,11;1367;0;14;98;28;0,00;15,22;
33,12;1365;0;14;98;28;0,00;15,22;
33,19;1365;0;13;98;28;0,00;15,22;
33,20;1365;0;12;96;28;0,00;15,22;
33,22;1365;0;14;98;28;0,00;15,22;
33,26;1364;0;15;98;28;0,00;15,22;
33,32;1364;0;14;98;28;0,00;15,22;
33,34;1362;0;12;98;28;0,00;15,22;
33,42;1362;0;13;98;28;0,00;15,22;
33,44;1362;0;14;98;28;0,00;15,22;
33,47;1359;0;14;98;28;0,00;15,22;
33,52;1359;0;13;98;28;0,00;15,22;
33,54;1359;0;14;98;28;0,00;15,22;
33,56;1358;0;13;98;28;0,00;15,22;
33,65;1363;0;12;98;28;0,00;15,22;
33,67;1363;0;13;98;28;0,00;15,22;
33,69;1363;0;14;98;28;0,00;15,22;
33,74;1365;0;14;98;28;0,00;15,22;
33,76;1365;0;13;98;28;0,00;15,22;
33,78;1365;0;12;98;28;0,00;15,22;
33,81;1364;0;12;96;28;0,00;15,22;
33,84;1364;0;14;98;28;0,00;15,22;
33,87;1364;0;13;98;28;0,00;15,22;
33,91;1370;0;15;98;28;0,00;15,22;
33,96;1370;0;12;98;28;0,00;15,22;
33,97;1370;0;14;98;28;0,00;15,22;
34,00;1366;0;12;98;28;0,00;15,22;
34,03;1366;0;13;98;28;0,00;15,22;
34,06;1366;0;14;96;28;0,00;15,22;
34,09;1369;0;12;98;28;0,00;15,22;
34,13;1369;0;15;98;28;0,00;15,22;
34,18;1371;0;13;98;28;0,00;15,22;
34,19;1371;0;14;98;28;0,00;15,22;
34,22;1371;0;13;98;28;0,00;15,22;
34,25;1374;0;12;98;28;0,00;15,22;
34,28;1374;0;14;98;28;0,00;15,22;
34,31;1374;0;13;98;28;0,00;15,22;
34,34;1375;0;13;98;28;0,00;15,22;
34,40;1375;0;15;98;28;0,00;15,22;
34,42;1375;0;14;98;28;0,00;15,22;
34,44;1381;0;12;98;28;0,00;15,22;
34,47;1381;0;15;98;28;0,00;15,22;
34,50;1381;0;14;98;28;0,00;15,22;
34,53;1384;0;12;98;28;0,00;15,22;
34,56;1384;0;12;98;28;0,00;15,22;
34,60;1384;0;12;98;28;0,00;15,22;
34,62;1384;0;13;98;28;0,00;15,22;
34,66;1384;0;12;98;28;0,00;15,22;
34,69;1386;0;13;98;28;0,00;15,22;
34,72;1386;0;12;98;28;0,00;15,22;
34,75;1386;0;14;98;28;0,00;15,22;
34,79;1385;0;13;98;28;0,00;15,22;
34,83;1385;0;15;98;28;0,00;15,22;
34,85;1385;0;14;98;28;0,00;15,22;
34,88;1375;0;12;98;28;0,00;15,22;
34,91;1375;0;13;98;28;0,00;15,22;
34,94;1369;0;12;98;28;0,00;15,22;
34,97;1369;0;13;98;28;0,00;15,22;
35,00;1369;0;12;98;28;0,00;15,22;
35,06;1360;0;14;98;28;0,00;15,22;
35,07;1360;0;15;98;28;0,00;15,22;
35,09;1360;0;13;98;28;0,00;15,22;
35,13;1356;0;15;98;28;0,00;15,22;
35,16;1356;0;14;98;28;0,00;15,22;
35,19;1356;0;12;98;28;0,00;15,22;
35,22;1348;0;12;98;28;0,00;15,22;
35,26;1348;0;13;98;28;0,00;15,22;
35,28;1348;0;14;98;28;0,00;15,22;
35,31;1352;0;13;98;28;0,00;15,22;
35,34;1352;0;13;98;28;0,00;15,22;
35,38;1352;0;14;98;28;0,00;15,22;
35,41;1349;0;13;98;28;0,00;15,22;
35,44;1349;0;14;98;28;0,00;15,22;
35,49;1349;0;13;98;28;0,00;15,22;
35,51;1349;0;13;98;28;0,00;15,22;
35,53;1349;0;13;98;28;0,00;15,22;
35,56;1352;0;13;98;28;0,00;15,22;
35,59;1352;0;14;98;28;0,00;15,22;
35,63;1352;0;14;98;28;0,00;15,22;
35,65;1358;0;13;98;28;0,00;15,22;
35,71;1358;0;12;98;28;0,00;15,22;
35,73;1358;0;12;98;28;0,00;15,22;
35,75;1360;0;15;98;28;0,00;15,22;
35,78;1360;0;12;98;28;0,00;15,22;
35,81;1360;0;14;98;28;0,00;15,22;
35,84;1366;0;13;98;28;0,00;15,22;
35,88;1366;0;13;98;28;0,00;15,22;
35,93;1370;0;13;98;28;0,00;15,22;
35,95;1370;0;13;98;28;0,00;15,22;
35,97;1370;0;12;98;28;0,00;15,22;
36,01;1377;0;12;98;28;0,00;15,22;
36,03;1377;0;13;98;28;0,00;15,22;
36,06;1377;0;13;98;28;0,00;15,22;
36,09;1375;0;12;98;28;0,00;15,22;
36,14;1375;0;12;98;28;0,00;15,22;
36,16;1375;0;13;96;28;0,00;15,22;
36,19;1380;0;13;98;28;0,00;15,22;
36,22;1380;0;14;98;28;0,00;15,22;
36,26;1380;0;14;96;28;0,00;15,22;
36,29;1381;0;12;98;28;0,00;15,22;
36,31;1381;0;15;98;28;0,00;15,22;
36,37;1385;0;12;98;28;0,00;15,22;
36,38;1385;0;13;98;28;0,00;15,22;
36,41;1385;0;12;98;28;0,00;15,22;
36,44;1377;0;13;98;28;0,00;15,22;
36,47;1377;0;14;98;28;0,00;15,22;
36,50;1377;0;12;98;28;0,00;15,22;
36,53;1373;0;12;98;28;0,00;15,22;
36,57;1373;0;13;98;28;0,00;15,22;
36,59;1373;0;12;98;28;0,00;15,22;
36,62;1372;0;12;98;28;0,00;15,22;
36,66;1372;0;12;98;28;0,00;15,22;
36,69;1372;0;14;98;28;0,00;15,22;
36,72;1373;0;12;98;28;0,00;15,22;
36,75;1373;0;12;98;28;0,00;15,22;
36,80;1373;0;12;98;28;0,00;15,22;
36,81;1373;0;12;98;28;0,00;15,22;
36,84;1373;0;13;98;28;0,00;15,22;
36,87;1374;0;14;98;28;0,00;15,22;
36,91;1374;0;13;98;28;0,00;15,22;
36,94;1374;0;12;98;28;0,00;15,22;
36,97;1376;0;15;98;28;0,00;15,22;
37,02;1376;0;12;100;28;0,00;15,22;
37,04;1376;0;12;98;28;0,00;15,22;
37,06;1377;0;13;100;28;0,00;15,22;
37,09;1377;0;13;98;28;0,00;15,22;
37,13;1377;0;14;98;28;0,00;15,22;
37,15;1369;0;12;98;28;0,00;15,22;
37,19;1369;0;14;98;28;0,00;15,22;
37,24;1368;0;14;98;28;0,00;15,22;
37,26;1368;0;14;98;28;0,00;15,22;
37,29;1368;0;13;98;28;0,00;15,22;
37,31;1364;0;12;98;28;0,00;15,22;
37,34;1364;0;13;98;28;0,00;15,22;
37,38;1364;0;13;98;28;0,00;15,22;
37,41;1355;0;12;98;28;0,00;15,22;
37,45;1355;0;12;98;28;0,00;15,22;
37,47;1355;0;14;98;28;0,00;15,22;
37,50;1355;0;13;98;28;0,00;15,22;
37,53;1355;0;12;98;28;0,00;15,22;
37,56;1355;0;13;98;28;0,00;15,22;
37,59;1352;0;13;98;28;0,00;15,22;
37,62;1352;0;13;98;28;0,00;15,22;
37,67;1348;0;12;98;28;0,00;15,22;
37,69;1348;0;13;98;28;0,00;15,22;
37,72;1348;0;14;98;28;0,00;15,22;
37,75;1348;0;13;98;28;0,00;15,22;
37,78;1356;0;13;98;28;0,00;15,22;
37,81;1356;0;14;98;28;0,00;15,22;
37,84;1357;0;14;98;28;0,00;15,22;
37,90;1357;0;13;98;28;0,00;15,22;
37,92;1357;0;13;98;28;0,00;15,22;
37,94;1352;0;14;98;28;0,00;15,22;
37,97;1352;0;14;98;28;0,00;15,22;
38,00;1352;0;15;98;28;0,00;15,22;
38,04;1352;0;14;98;28;0,00;15,22;
38,06;1352;0;15;98;28;0,00;15,22;
38,10;1352;0;14;98;28;0,00;15,22;
38,13;1359;0;12;98;28;0,00;15,22;
38,16;1359;0;14;98;28;0,00;15,22;
38,19;1367;0;13;98;28;0,00;15,22;
38,23;1367;0;13;98;28;0,00;15,22;
38,25;1367;0;14;98;28;0,00;15,22;
38,28;1376;0;12;98;28;0,00;15,22;
